filename,transcript_perekaman,transcript_training
novita_f_20201030_08354_dongeng_yogyakarta,"Anak yang sulung pun bingung, karena tidak mengetahui jalan pulang ke rumah.",anak yang sulung pun bingung karena tidak mengetahui jalan pulang ke rumah 
novita_f_20201030_08355_dongeng_yogyakarta,"Bukankah hutan ini sangat lebat? tanya si Sulung.Tenang, Kak! ",bukankah hutan ini sangat lebat tanya si sulung tenang kak 
novita_f_20201030_08356_dongeng_yogyakarta,Adik sudah menandai jalan dari rumah sampai ke hutan ini dengan kemiri.,adik sudah menandai jalan dari rumah sampai ke hutan ini dengan kemiri 
novita_f_20201030_08357_dongeng_yogyakarta,"Akhirnya, mereka pun sampai di rumah.",akhirnya mereka pun sampai di rumah 
novita_f_20201030_08358_dongeng_yogyakarta,"Ketika masuk ke rumah, mereka mendapati kedua orang tua mereka sedang makan.",ketika masuk ke rumah mereka mendapati kedua orang tua mereka sedang makan 
novita_f_20201030_08359_dongeng_yogyakarta,"Tanpa diajak, mereka segera ikut makan, sehingga kedua orang tuanya kembali merasa tidak kenyang.",tanpa diajak mereka segera ikut makan sehingga kedua orang tuanya kembali merasa tidak kenyang 
novita_f_20201030_08360_dongeng_yogyakarta,Sang Ayah dan sang Ibu pun bertambah kesal.,sang ayah dan sang ibu pun bertambah kesal 
novita_f_20201030_08361_dongeng_yogyakarta,Kehadiran ketujuh putrinya tersebut benar-benar membuat mereka resah.,kehadiran ketujuh putrinya tersebut benar benar membuat mereka resah 
novita_f_20201030_08362_dongeng_yogyakarta,"Beberapa hari kemudian, pasangan suami-istri itu kembali berencana untuk membuang ketujuh putrinya ke tengah hutan.",beberapa hari kemudian pasangan suami istri itu kembali berencana untuk membuang ketujuh putrinya ke tengah hutan 
novita_f_20201030_08363_dongeng_yogyakarta,"Namun, rencana mereka kembali diketahui oleh putri bungsunya.",namun rencana mereka kembali diketahui oleh putri bungsunya 
novita_f_20201030_08364_dongeng_yogyakarta,"Ketika mereka berangkat ke hutan, si Bungsu membawa biji jagung untuk menandai jalan yang mereka lalui.",ketika mereka berangkat ke hutan si bungsu membawa biji jagung untuk menandai jalan yang mereka lalui 
novita_f_20201030_08365_dongeng_yogyakarta,"Akhirnya, ketujuh anak itu sadar bahwa orang tua mereka telah meninggalkan mereka.",akhirnya ketujuh anak itu sadar bahwa orang tua mereka telah meninggalkan mereka 
novita_f_20201030_08366_dongeng_yogyakarta,"Setelah beberapa lama berjalan, mereka pun sampai di sebuah ladang yang dihuni oleh dua raksasa suami-istri.",setelah beberapa lama berjalan mereka pun sampai di sebuah ladang yang dihuni oleh dua raksasa suami istri 
novita_f_20201030_08367_dongeng_yogyakarta,"Saat itu, mereka melihat kedua raksasa itu sedang mandi di sungai yang terletak di pinggir ladang.",saat itu mereka melihat kedua raksasa itu sedang mandi di sungai yang terletak di pinggir ladang 
novita_f_20201030_08368_dongeng_yogyakarta,tampaknya raksasa itu jahat ,tampaknya raksasa itu jahat 
novita_f_20201030_08369_dongeng_yogyakarta,"Ketika itu, mereka pasti akan berlari ke gubuknya.",ketika itu mereka pasti akan berlari ke gubuknya 
novita_f_20201030_08370_dongeng_yogyakarta,"Tapi sebelumnya, kalian harus melepas tali gubuk itu dan membuat perapian di bawahnya.",tapi sebelumnya kalian harus melepas tali gubuk itu dan membuat perapian di bawahnya 
novita_f_20201030_08371_dongeng_yogyakarta,"Tak berapa lama kemudian, kedua raksasa yang sedang asyik mandi tersebut tiba-tiba merasakan tubuhnya gatal-gatal.",tak berapa lama kemudian kedua raksasa yang sedang asyik mandi tersebut tiba tiba merasakan tubuhnya gatal gatal 
novita_f_20201030_08372_dongeng_yogyakarta,"Karena tidak tahan menahan rasa gatal, mereka pun berlari menuju ke gubuknya.",karena tidak tahan menahan rasa gatal mereka pun berlari menuju ke gubuknya 
novita_f_20201030_08373_dongeng_yogyakarta,"Tak ayal lagi, ketika menaiki gubuknya, mereka pun terjatuh ke dalam perapian hingga tewas.",tak ayal lagi ketika menaiki gubuknya mereka pun terjatuh ke dalam perapian hingga tewas 
novita_f_20201030_08374_dongeng_yogyakarta,"Akhirnya, ketujuh anak bersaudara itu pun memutuskan untuk tinggal di daerah itu.",akhirnya ketujuh anak bersaudara itu pun memutuskan untuk tinggal di daerah itu 
novita_f_20201030_08375_dongeng_yogyakarta,Mereka membuat tujuh gubuk dan membagi ladang milik raksasa itu menjadi tujuh bagian.,mereka membuat tujuh gubuk dan membagi ladang milik raksasa itu menjadi tujuh bagian 
novita_f_20201030_08376_dongeng_yogyakarta,Mereka menanam padi dan bunga-bunga yang harum baunya di ladang masing-masing.,mereka menanam padi dan bunga bunga yang harum baunya di ladang masing masing 
novita_f_20201030_08377_dongeng_yogyakarta,"Saat tanaman bunga mereka berbunga, ladang mereka kerap didatangi oleh kenui (sejenis burung elang yang berbadan besar).",saat tanaman bunga mereka berbunga ladang mereka kerap didatangi oleh kenui sejenis burung elang yang berbadan besar 
novita_f_20201030_08378_dongeng_yogyakarta,Burung itu ingin membuat sarang dan bertelur di ladang mereka.,burung itu ingin membuat sarang dan bertelur di ladang mereka 
novita_f_20201030_08379_dongeng_yogyakarta,"Dari ketujuh bersaudara tersebut, hanya si Bungsu yang mengizinkan burung itu bersarang di ladang bunganya.",dari ketujuh bersaudara tersebut hanya si bungsu yang mengizinkan burung itu bersarang di ladang bunganya 
novita_f_20201030_08380_dongeng_yogyakarta,"Mendapat izin dari si Bungsu, kenui pun segera membuat sarang.",mendapat izin dari si bungsu kenui pun segera membuat sarang 
novita_f_20201030_08381_dongeng_yogyakarta,"Setelah bertelur, burung kenui itu pergi dan tidak pernah kembali lagi.",setelah bertelur burung kenui itu pergi dan tidak pernah kembali lagi 
novita_f_20201030_08382_dongeng_yogyakarta,"suatu hari, sepulang dari ladangnya, si Bungsu melihat asap mengepul di dalam gubuknya ",suatu hari sepulang dari ladangnya si bungsu melihat asap mengepul di dalam gubuknya 
novita_f_20201030_08383_dongeng_yogyakarta,Alangkah terkejutnya ia ketika masuk ke dalam gubuknya.,alangkah terkejutnya ia ketika masuk ke dalam gubuknya 
novita_f_20201030_08384_dongeng_yogyakarta,Ia melihat seorang pemuda tampan sedang menanak nasi untuknya.,ia melihat seorang pemuda tampan sedang menanak nasi untuknya 
novita_f_20201030_08385_dongeng_yogyakarta,"Akhirnya, mereka pun berkenalan dan saling menyukai.",akhirnya mereka pun berkenalan dan saling menyukai 
novita_f_20201030_08386_dongeng_yogyakarta,"Beberapa bulan kemudian, mereka menikah dan hidup bahagia.",beberapa bulan kemudian mereka menikah dan hidup bahagia 
novita_f_20201030_08387_dongeng_yogyakarta,Si Bungsu pun hanyut terbawa arus dan kemudian ditelan oleh seekor ikan besar.,si bungsu pun hanyut terbawa arus dan kemudian ditelan oleh seekor ikan besar 
novita_f_20201030_08388_dongeng_yogyakarta,"Karena kekenyangan, ikan besar itu beristirahat di tepi sungai.",karena kekenyangan ikan besar itu beristirahat di tepi sungai 
novita_f_20201030_08389_dongeng_yogyakarta,"Pada saat itu, seorang nenek yang sedang mandi di tepi sungai melihatnya.",pada saat itu seorang nenek yang sedang mandi di tepi sungai melihatnya 
novita_f_20201030_08390_dongeng_yogyakarta,"Tanpa berpikir panjang, sang Nenek pun segera mengambil goloknya dan menghujamkannya ke tubuh ikan itu.",tanpa berpikir panjang sang nenek pun segera mengambil goloknya dan menghujamkannya ke tubuh ikan itu 
novita_f_20201030_08391_dongeng_yogyakarta,"Sungguh ajaib, goloknya tidak dapat melukainya.",sungguh ajaib goloknya tidak dapat melukainya 
novita_f_20201030_08392_dongeng_yogyakarta,"Setelah menyimak secara seksama, akhirnya ia pun mengerti bahwa untuk memotong ikan itu harus menggunakan daun belidang.",setelah menyimak secara seksama akhirnya ia pun mengerti bahwa untuk memotong ikan itu harus menggunakan daun belidang 
novita_f_20201030_08393_dongeng_yogyakarta,"Tanpa berpikir panjang, sang Nenek segera mengambil daun belidang yang banyak terdapat di tepi sungai.",tanpa berpikir panjang sang nenek segera mengambil daun belidang yang banyak terdapat di tepi sungai 
novita_f_20201030_08394_dongeng_yogyakarta,"Dengan daun belidang itu, ia pun berhasil memotong-motong daging ikan itu.",dengan daun belidang itu ia pun berhasil memotong motong daging ikan itu 
novita_f_20201030_08395_dongeng_yogyakarta,Betapa terkejutnya ia ketika melihat seorang gadis cantik yang masih hidup keluar dari tubuh ikan itu.,betapa terkejutnya ia ketika melihat seorang gadis cantik yang masih hidup keluar dari tubuh ikan itu 
novita_f_20201030_08396_dongeng_yogyakarta,Sang Nenek sangat terharu mendengar cerita si Bungsu.,sang nenek sangat terharu mendengar cerita si bungsu 
novita_f_20201030_08397_dongeng_yogyakarta,"Karena iba, sang Nenek pun menjadikan si Bungsu sebagai anak angkatnya.",karena iba sang nenek pun menjadikan si bungsu sebagai anak angkatnya 
novita_f_20201030_08398_dongeng_yogyakarta,"Sejak itu, si Bungsu tinggal bersama nenek itu.",sejak itu si bungsu tinggal bersama nenek itu 
novita_f_20201030_08399_dongeng_yogyakarta,"Sementara itu di tempat lain, suami si Bungsu kebingungan mencari istrinya.",sementara itu di tempat lain suami si bungsu kebingungan mencari istrinya 
novita_f_20201030_08400_dongeng_yogyakarta,"Ia sudah menanyai keenam saudara istrinya, namun tak seorang pun yang mau memberitahukan keberadaan istrinya.",ia sudah menanyai keenam saudara istrinya namun tak seorang pun yang mau memberitahukan keberadaan istrinya 
novita_f_20201030_08401_dongeng_yogyakarta,"Akhirnya, ia memutuskan untuk pergi mencari istrinya dengan menyusuri tepi sungai.",akhirnya ia memutuskan untuk pergi mencari istrinya dengan menyusuri tepi sungai 
novita_f_20201030_08402_dongeng_yogyakarta,"Setelah berbulan-bulan berjalan, akhirnya ia menemukan sebuah gubuk di tepi sungai.",setelah berbulan bulan berjalan akhirnya ia menemukan sebuah gubuk di tepi sungai 
novita_f_20201030_08403_dongeng_yogyakarta,"Si Bungsu yang mendengar cerita itu dari dalam gubuk menitikkan air mata, karena terharu melihat kesetiaan suaminya.",si bungsu yang mendengar cerita itu dari dalam gubuk menitikkan air mata karena terharu melihat kesetiaan suaminya 
novita_f_20201030_08404_dongeng_yogyakarta,Nenek mempunyai seorang wanita cantik di dalam gubuk ini.,nenek mempunyai seorang wanita cantik di dalam gubuk ini 
novita_f_20201030_08405_dongeng_yogyakarta,Alangkah terkejut dan bahagianya laki-laki itu saat melihat wanita yang keluar dari gubuk itu adalah istrinya.,alangkah terkejut dan bahagianya laki laki itu saat melihat wanita yang keluar dari gubuk itu adalah istrinya 
novita_f_20201030_08406_dongeng_yogyakarta,"Tanpa ragu-ragu, ia pun segera memeluk istrinya, dan si Bungsu pun membalas pelukan suaminya dengan erat.",tanpa ragu ragu ia pun segera memeluk istrinya dan si bungsu pun membalas pelukan suaminya dengan erat 
novita_f_20201030_08407_dongeng_yogyakarta,"Sesaat, suasana di gubuk itu menjadi hening.",sesaat suasana di gubuk itu menjadi hening 
novita_f_20201030_08408_dongeng_yogyakarta,"Tak terasa, air mata si Nenek pun bercucuran karena terharu melihat anak angkatnya bisa bertemu kembali dengan suaminya.",tak terasa air mata si nenek pun bercucuran karena terharu melihat anak angkatnya bisa bertemu kembali dengan suaminya 
novita_f_20201030_08409_dongeng_yogyakarta,"Begitu pula suami si Bungsu, ia sangat bahagia karena telah menemukan kembali istrinya.",begitu pula suami si bungsu ia sangat bahagia karena telah menemukan kembali istrinya 
novita_f_20201030_08410_dongeng_yogyakarta,"Sesampainya mereka di gubuk, keenam kakaknya datang meminta maaf kepada si Bungsu.",sesampainya mereka di gubuk keenam kakaknya datang meminta maaf kepada si bungsu 
novita_f_20201030_08411_dongeng_yogyakarta,"Sejak itu, si Bungsu hidup berbahagia bersama suaminya dan hidup rukun bersama keenam kakaknya.",sejak itu si bungsu hidup berbahagia bersama suaminya dan hidup rukun bersama keenam kakaknya 
novita_f_20201030_08412_dongeng_yogyakarta,"Demikian cerita Si Bungsu dari daerah Lampung, Indonesia.",demikian cerita si bungsu dari daerah lampung indonesia 
novita_f_20201030_08413_dongeng_yogyakarta,"Karena sifat penolongnya itu, Tuhan pun memberinya seorang suami yang tampan dan setia.",karena sifat penolongnya itu tuhan pun memberinya seorang suami yang tampan dan setia 
novita_f_20201030_08414_dongeng_yogyakarta,"Bungsu Tujuh Bersaudara, dalam buku  Cerita Rakyat Nusantara ",bungsu tujuh bersaudara dalam buku cerita rakyat nusantara 
novita_f_20201030_08415_dongeng_yogyakarta,Tunjuk Ajar Melayu.,tunjuk ajar melayu 
novita_f_20201030_08416_dongeng_yogyakarta,Kedua orangtua mereka telah meninggal dunia.,kedua orangtua mereka telah meninggal dunia 
novita_f_20201030_08417_dongeng_yogyakarta,Tiap hari Beungong Peuddkeun mencari udang di danau.,tiap hari beungong peuddkeun mencari udang di danau 
novita_f_20201030_08418_dongeng_yogyakarta,Suatu hari Beungong Peukun tidak mendapat sedekor udang pun.,suatu hari beungong peukun tidak mendapat sedekor udang pun 
novita_f_20201030_08419_dongeng_yogyakarta,"Saat hendak pulang, dia melihat sebuah benda yang menarik hatinya.",saat hendak pulang dia melihat sebuah benda yang menarik hatinya 
novita_f_20201030_08420_dongeng_yogyakarta,"Ternyata benda itu sebutir telur.Sesampainya di rumah, direbusnya telur tadi dan dimakannya.",ternyata benda itu sebutir telur sesampainya di rumah direbusnya telur tadi dan dimakannya 
novita_f_20201030_08421_dongeng_yogyakarta,"Sungguh aneh, keesokan harinya Beungong Peukeun medrasa sangat haus.",sungguh aneh keesokan harinya beungong peukeun medrasa sangat haus 
novita_f_20201030_08422_dongeng_yogyakarta,"Bukan hanya itu, tubuhdnya pun semakin panjang dan bersisik.",bukan hanya itu tubuhdnya pun semakin panjang dan bersisik 
novita_f_20201030_08423_dongeng_yogyakarta,"Kini kau menjadi seekor naga, kata Beudngong Meulu dengan terisak menyesali perddddddbuatddddddan kakaknya.",kini kau menjadi seekor naga kata beudngong meulu dengan terisak menyesali perddddddbuatddddddan kakaknya 
novita_f_20201030_08424_dongeng_yogyakarta,Keesokan harinya Beudngong Peukeun mengajak adiknya medddddninggaldddddddddkan gubuk mereka.,keesokan harinya beudngong peukeun mengajak adiknya medddddninggaldddddddddkan gubuk mereka 
novita_f_20201030_08425_dongeng_yogyakarta,Tiba-tiba muncul seekor nadga yang marah kaddreddna perbuatan Beuddngong Peukeun terdddsebut.,tiba tiba muncul seekor nadga yang marah kaddreddna perbuatan beuddngong peukeun terdddsebut 
novita_f_20201030_08426_dongeng_yogyakarta,Keduanya berdtarung sedngit.,keduanya berdtarung sedngit 
novita_f_20201030_08427_dongeng_yogyakarta,Di tengah perjalanan mereka kembali didhadddang seekor naga yang besar.,di tengah perjalanan mereka kembali didhadddang seekor naga yang besar 
novita_f_20201030_08428_dongeng_yogyakarta,Kembali terddddjadi pertarungan.,kembali terddddjadi pertarungan 
novita_f_20201030_08429_dongeng_yogyakarta,Tiba-tiba sekuntum budddnga di taddngan Beungong Meulu menjadi layu.,tiba tiba sekuntum budddnga di taddngan beungong meulu menjadi layu 
novita_f_20201030_08430_dongeng_yogyakarta,"Rupanya di tengah perdjalanan menyeberangi lautan tersebut, Beungong Peukeun kembali diserang seddekor naga.",rupanya di tengah perdjalanan menyeberangi lautan tersebut beungong peukeun kembali diserang seddekor naga 
novita_f_20201030_08431_dongeng_yogyakarta,Kali ini naga yang sangat besar.,kali ini naga yang sangat besar 
novita_f_20201030_08432_dongeng_yogyakarta,"Saat mengetahui dirinya akan kalah, Beungong Peukeun melemparkan adiknya dari punggungnya.",saat mengetahui dirinya akan kalah beungong peukeun melemparkan adiknya dari punggungnya 
novita_f_20201030_08433_dongeng_yogyakarta,Akhirnya Beungong Peuddkeun terbunuh oleh serangan naga yang sangat besar itu.,akhirnya beungong peuddkeun terbunuh oleh serangan naga yang sangat besar itu 
novita_f_20201030_08434_dongeng_yogyakarta,"Namun sayang, selama menjadi istri saudagar kaya tersebut, Beungong Meulu tak pernah bicara ataupun tersenyum.",namun sayang selama menjadi istri saudagar kaya tersebut beungong meulu tak pernah bicara ataupun tersenyum 
novita_f_20201030_08435_dongeng_yogyakarta,Dia selalu diam dan tampak sedih.,dia selalu diam dan tampak sedih 
novita_f_20201030_08436_dongeng_yogyakarta,Bahkan samdpai mereka mempunyai seorang anak.,bahkan samdpai mereka mempunyai seorang anak 
novita_f_20201030_08437_dongeng_yogyakarta,Suamiddddnya mencari akal untuk mengetahui penyeddbab kesedihan istrinya itu.,suamiddddnya mencari akal untuk mengetahui penyeddbab kesedihan istrinya itu 
novita_f_20201030_08438_dongeng_yogyakarta,Maka sudatu hari suaminya berpura-pura mati seddddhingddddga anaknya menangis tersedu-sedu.,maka sudatu hari suaminya berpura pura mati seddddhingddddga anaknya menangis tersedu sedu 
novita_f_20201030_08439_dongeng_yogyakarta,"Anakku, ibu tahu bagaimana seddddihddnya hati bila ditinggal orang yang kita cindddtai ",anakku ibu tahu bagaimana seddddihddnya hati bila ditinggal orang yang kita cindddtai 
novita_f_20201030_08440_dongeng_yogyakarta,Ibu dulu kehilangan kakak ibu yang terbunuh oleh seekor naga di lautdddddan.,ibu dulu kehilangan kakak ibu yang terbunuh oleh seekor naga di lautdddddan 
novita_f_20201030_08441_dongeng_yogyakarta,"Akhirnya, dia meddddngetahui penyebab kesedihan Beudngong Meulu.",akhirnya dia meddddngetahui penyebab kesedihan beudngong meulu 
novita_f_20201030_08442_dongeng_yogyakarta,Beungong Meulu yakin bahwa itu tulang-tulang kakaknya.,beungong meulu yakin bahwa itu tulang tulang kakaknya 
novita_f_20201030_08443_dongeng_yogyakarta,"Atas perkenan Tuhan, tiba-tiba terjadi keajaiban.",atas perkenan tuhan tiba tiba terjadi keajaiban 
novita_f_20201030_08444_dongeng_yogyakarta,Beungong Peukeun menjelma dan berdiri di hadapan mereka.,beungong peukeun menjelma dan berdiri di hadapan mereka 
novita_f_20201030_08445_dongeng_yogyakarta,Sejak saat itu Beungong Peuken tinggal bersama adikdnya dan Beudngong Meulu tidak lagi membisu.,sejak saat itu beungong peuken tinggal bersama adikdnya dan beudngong meulu tidak lagi membisu 
novita_f_20201030_08446_dongeng_yogyakarta,"Suatu hari, Beungong Peukun berdjalan-jalan di tepi pantai.",suatu hari beungong peukun berdjalan jalan di tepi pantai 
novita_f_20201030_08447_dongeng_yogyakarta,Saat itu dia melidhat seekor ikan raksasa berwarna kemerahan.,saat itu dia melidhat seekor ikan raksasa berwarna kemerahan 
novita_f_20201030_08448_dongeng_yogyakarta,Dihujamkannya sebilah pedang ke tubuh ikan tersebut kemudian dicongkelnya mata ikan tersebut.,dihujamkannya sebilah pedang ke tubuh ikan tersebut kemudian dicongkelnya mata ikan tersebut 
novita_f_20201030_08449_dongeng_yogyakarta,"Karena terlalu keras, mata ikan tersebut terpelanting jauh hingga jatuh di halaman seorang penguasa di sebuah negeri.",karena terlalu keras mata ikan tersebut terpelanting jauh hingga jatuh di halaman seorang penguasa di sebuah negeri 
novita_f_20201030_08450_dongeng_yogyakarta,Mata ikan tersebut kemudian berdubah menjadi gunung.,mata ikan tersebut kemudian berdubah menjadi gunung 
novita_f_20201030_08451_dongeng_yogyakarta,Sang penguasa merasa gelisah dengan adanya gunung di halamannya.,sang penguasa merasa gelisah dengan adanya gunung di halamannya 
novita_f_20201030_08452_dongeng_yogyakarta,Ia kemudian mengadakan sedbuah sayembara.,ia kemudian mengadakan sedbuah sayembara 
novita_f_20201030_08453_dongeng_yogyakarta,"Begitu tiba di tempat yang didmaksud, dia segera mencongkel gunung tersebut dengan pedang saktinya.",begitu tiba di tempat yang didmaksud dia segera mencongkel gunung tersebut dengan pedang saktinya 
novita_f_20201030_08454_dongeng_yogyakarta,"Dadlam seddkejap, gunung tersebut dapat dilempardkannya jauh-jauh.",dadlam seddkejap gunung tersebut dapat dilempardkannya jauh jauh 
novita_f_20201030_08455_dongeng_yogyakarta,Sang penguasa menedpati janjinya.,sang penguasa menedpati janjinya 
novita_f_20201030_08456_dongeng_yogyakarta,Beungong Peukeun diberi kekuasaan memerintah negeri tersebut dan dinikahkan dengan putri penguasa.,beungong peukeun diberi kekuasaan memerintah negeri tersebut dan dinikahkan dengan putri penguasa 
novita_f_20201030_08457_dongeng_yogyakarta,Demikianlah kisah tentang dua saudara ini.,demikianlah kisah tentang dua saudara ini 
novita_f_20201030_08458_dongeng_yogyakarta,Orang Basap adalah salah satu rumpun suku Dayak di Kalimantan Timur yang tinggal di wilayah Bontang dan Sangkulirang.,orang basap adalah salah satu rumpun suku dayak di kalimantan timur yang tinggal di wilayah bontang dan sangkulirang 
novita_f_20201030_08459_dongeng_yogyakarta,"Menurut cerita, Orang Basap merupakan keturunan orang-orang Cina yang kawin dengan suku Dayak Punan.",menurut cerita orang basap merupakan keturunan orang orang cina yang kawin dengan suku dayak punan 
novita_f_20201030_08460_dongeng_yogyakarta,"Meskipun Orang Basap pada umumnya tidak berkulit kuning, tetapi mata mereka tetap sipit seperti orang Cina.",meskipun orang basap pada umumnya tidak berkulit kuning tetapi mata mereka tetap sipit seperti orang cina 
novita_f_20201030_08461_dongeng_yogyakarta,Bagaimana perkawinan campuran antara dua suku yang berbeda ini bisa terjadi? ,bagaimana perkawinan campuran antara dua suku yang berbeda ini bisa terjadi 
novita_f_20201030_08462_dongeng_yogyakarta,Simak kisahnya dalam cerita Asal Usul Orang Basap berikut ini! ,simak kisahnya dalam cerita asal usul orang basap berikut ini 
novita_f_20201030_08463_dongeng_yogyakarta,"Dahulu, di Tepian Batu atau Kutai Lama, Kalimantan Timur, berdiri sebuah kerajaan bernama Kerajaan Kutai Kartanegara.",dahulu di tepian batu atau kutai lama kalimantan timur berdiri sebuah kerajaan bernama kerajaan kutai kartanegara 
novita_f_20201030_08464_dongeng_yogyakarta,Kerajaan itu didirikan oleh Maharaja Aji Batara Agung Dewa Sakti yang memerintah dari tahun - Masehi.,kerajaan itu didirikan oleh maharaja aji batara agung dewa sakti yang memerintah dari tahun masehi 
novita_f_20201030_08465_dongeng_yogyakarta,"Konon, sang Maharaja gemar bermain sabung ayam.",konon sang maharaja gemar bermain sabung ayam 
novita_f_20201030_08466_dongeng_yogyakarta,Ia mempunyai seekor ayam jantan yang sakti bernama Ujung Perak Kemudi Besi.,ia mempunyai seekor ayam jantan yang sakti bernama ujung perak kemudi besi 
novita_f_20201030_08467_dongeng_yogyakarta,Ayam itu selalu menang dalam setiap pertarungan.,ayam itu selalu menang dalam setiap pertarungan 
novita_f_20201030_08468_dongeng_yogyakarta,Kabar tentang kesaktian Ujung Perak Kemudi Besi tersebar hingga ke Negeri Cina.,kabar tentang kesaktian ujung perak kemudi besi tersebar hingga ke negeri cina 
novita_f_20201030_08469_dongeng_yogyakarta,"Mendengar kabar tersebut, Pangeran Cina pun bermaksud untuk menjajal kesaktian ayam jago milik sang Maharaja itu.",mendengar kabar tersebut pangeran cina pun bermaksud untuk menjajal kesaktian ayam jago milik sang maharaja itu 
novita_f_20201030_08470_dongeng_yogyakarta,Sang Pangeran juga membawa  ekor ayam jago miliknya yang paling unggul.,sang pangeran juga membawa ekor ayam jago miliknya yang paling unggul 
novita_f_20201030_08471_dongeng_yogyakarta,"Pangeran jauh-jauh dari Cina hanya untuk mengadu ayam? tanya Maharaja Kutai dengan santai.Benar, Baginda ",pangeran jauh jauh dari cina hanya untuk mengadu ayam tanya maharaja kutai dengan santai benar baginda 
novita_f_20201030_08472_dongeng_yogyakarta,Semula ia ragu karena Pangeran Cina itu membawa  ayam jago.,semula ia ragu karena pangeran cina itu membawa ayam jago 
novita_f_20201030_08473_dongeng_yogyakarta,Tentu saja ayam jagonya akan kewalahan menghadapi semua ayam jago tersebut.,tentu saja ayam jagonya akan kewalahan menghadapi semua ayam jago tersebut 
novita_f_20201030_08474_dongeng_yogyakarta,Aku terima tantanganmu.,aku terima tantanganmu 
novita_f_20201030_08475_dongeng_yogyakarta,"Lalu, bagaimana dengan aturan dan taruhannya? tanya Maharaja Kutai.Maaf, Baginda.",lalu bagaimana dengan aturan dan taruhannya tanya maharaja kutai maaf baginda 
novita_f_20201030_08476_dongeng_yogyakarta,Ayam jago hamba akan diadu dengan ayam jago Baginda setiap hari.,ayam jago hamba akan diadu dengan ayam jago baginda setiap hari 
novita_f_20201030_08477_dongeng_yogyakarta,"Keesokan harinya, banyak rakyat Kutai dan yang datang untuk menyaksikan jalannya pertarungan itu.",keesokan harinya banyak rakyat kutai dan yang datang untuk menyaksikan jalannya pertarungan itu 
novita_f_20201030_08478_dongeng_yogyakarta,Para prajurit istana pun tidak mau ketinggalan ingin menonton acara yang bakal berlangsung seru itu.,para prajurit istana pun tidak mau ketinggalan ingin menonton acara yang bakal berlangsung seru itu 
novita_f_20201030_08479_dongeng_yogyakarta,Maharaja Kutai sudah terlihat duduk di singgasananya dengan didampingi oleh permaisuri tercinta.,maharaja kutai sudah terlihat duduk di singgasananya dengan didampingi oleh permaisuri tercinta 
novita_f_20201030_08480_dongeng_yogyakarta,"Sementara itu, di sisi lain gelanggang, Pangeran Cina dengan para pengawalnya juga sudah bersiap-siap.",sementara itu di sisi lain gelanggang pangeran cina dengan para pengawalnya juga sudah bersiap siap 
novita_f_20201030_08481_dongeng_yogyakarta,"Setelah semua persiapan selesai, gong pun dibunyikan pertanda dimulainya pertandingan.",setelah semua persiapan selesai gong pun dibunyikan pertanda dimulainya pertandingan 
novita_f_20201030_08482_dongeng_yogyakarta,Kedua belah pihak segera melepaskan ayam jago masing-masing ke arena.,kedua belah pihak segera melepaskan ayam jago masing masing ke arena 
novita_f_20201030_08483_dongeng_yogyakarta,Kedua ayam jago itu pun berkokok bersahut-sahutan seraya mengambil ancang-ancang untuk saling menyerang.,kedua ayam jago itu pun berkokok bersahut sahutan seraya mengambil ancang ancang untuk saling menyerang 
novita_f_20201030_08484_dongeng_yogyakarta,Suasana penonton yang semula riuh rendah tiba-tiba menjadi hening.,suasana penonton yang semula riuh rendah tiba tiba menjadi hening 
novita_f_20201030_08485_dongeng_yogyakarta,"Sesaat kemudian, kedua ayam jago itu mulai bertarung.",sesaat kemudian kedua ayam jago itu mulai bertarung 
novita_f_20201030_08486_dongeng_yogyakarta,Ayam jago Pangeran Cina mulai menyerang dengan beringas.,ayam jago pangeran cina mulai menyerang dengan beringas 
novita_f_20201030_08487_dongeng_yogyakarta,"Namun, dengan gesit, ayam jago Maharaja Kutai berkelit menghindari serangan.",namun dengan gesit ayam jago maharaja kutai berkelit menghindari serangan 
novita_f_20201030_08488_dongeng_yogyakarta,Ayam jago Pangeran Cina terus menyerang bertubi-tubi.,ayam jago pangeran cina terus menyerang bertubi tubi 
novita_f_20201030_08489_dongeng_yogyakarta,Ujung Perak Kemudi Besi milik Maharaja Kutai pun selalu bisa menghindar.,ujung perak kemudi besi milik maharaja kutai pun selalu bisa menghindar 
novita_f_20201030_08490_dongeng_yogyakarta,"Lama-kelamaan, ayam jago Pangeran Cina kehabisan tenaga.",lama kelamaan ayam jago pangeran cina kehabisan tenaga 
novita_f_20201030_08491_dongeng_yogyakarta,Kesempatan itu tidak disiakan-siakan oleh ayam jago Maharaja Kutai.,kesempatan itu tidak disiakan siakan oleh ayam jago maharaja kutai 
novita_f_20201030_08492_dongeng_yogyakarta,"Dengan sekali serang, ayam jago Pangeran Cina pun tewas terkena taji.",dengan sekali serang ayam jago pangeran cina pun tewas terkena taji 
novita_f_20201030_08493_dongeng_yogyakarta,Sorak-sorai penonton pun kembali bergumuruh.Hidup Ujung Perak Kemudi Besi! ,sorak sorai penonton pun kembali bergumuruh hidup ujung perak kemudi besi 
